[Thread-1] DEBUG com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - Writer thread is started
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 13
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 20 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 12
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 22 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 13
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 23 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 14
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 22 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 13
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 24 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 14
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 25 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 15
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 24 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 14
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 26 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 15
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 27 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 16
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 26 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 15
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 28 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 16
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 29 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 17
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 30 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 18
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 29 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 17
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 31 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 18
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 32 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 19
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 31 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 18
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 33 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 19
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 34 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 20
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 33 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 19
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 35 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 20
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 36 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 21
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 37 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 22
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 36 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 21
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 38 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 22
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 39 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 23
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 38 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 22
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 40 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 23
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 41 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 24
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 40 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 23
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 42 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 24
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 43 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 25
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 44 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 26
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 43 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 25
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 45 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 26
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 46 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 27
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 45 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 26
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 47 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 27
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 48 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 28
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 47 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 27
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 49 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 28
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 50 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 29
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 51 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 30
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 50 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 29
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 52 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 30
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 53 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 31
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 52 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 30
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 54 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 31
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 55 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 32
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 54 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 31
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 56 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 32
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 57 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 33
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 58 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 34
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 57 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 33
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 59 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 34
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 60 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 35
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 59 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 34
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 61 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 35
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 62 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 36
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 61 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 35
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 63 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 36
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 64 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 37
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 65 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 38
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 64 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 37
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 66 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 38
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 67 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 39
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 66 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 38
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 68 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 39
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 69 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 40
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 68 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 39
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 70 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 40
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 71 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 41
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 72 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 42
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 71 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 41
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 73 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 42
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 74 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 43
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 73 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 42
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 75 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 43
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 76 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 44
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 75 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 43
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 77 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 44
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 78 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 45
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 79 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 46
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 78 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 45
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 80 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 46
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 81 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 47
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 80 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 46
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 82 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 47
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 83 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 48
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 82 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 47
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 84 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 48
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 85 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 49
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 86 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 50
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 85 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 49
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 87 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 50
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 88 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 51
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 87 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 50
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 89 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 51
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 90 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 52
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 89 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 51
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 91 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 52
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 92 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 53
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 93 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 54
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 92 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 53
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 94 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 54
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 95 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 55
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 94 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 54
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 96 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 55
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 97 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 56
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 96 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 55
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 98 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 56
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 99 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 57
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 100 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 58
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 99 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 57
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 101 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 58
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 102 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 59
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 101 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 58
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 103 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 59
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 104 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 60
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 103 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 59
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 105 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 60
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 106 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 61
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 107 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 62
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 106 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 61
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 108 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 62
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 109 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 63
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 108 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 62
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 110 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 63
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 111 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 64
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 110 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 63
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 112 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 64
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 113 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 65
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 114 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 66
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 113 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 65
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 115 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 66
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 116 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 67
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 115 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 66
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 117 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 67
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 118 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 68
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 117 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 67
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 119 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 68
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 120 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 69
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 121 added to list
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 70
[Thread-3] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListRemoverThread  - 120 removed from list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 69
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.concurrency.ListWriterThread  - 122 added to list
[Thread-1] INFO  com.gunduznurullayev.lsim.interview.utils.ListWrapper  - size: 70
